YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR
2011,2,4,28.44,23.85,25.77,2.49
2011,2,5,27.96,23.54,25.51,0.65
2011,2,6,28.38,23.42,25.75,0.18
2011,2,7,27.66,23.75,25.61,1.74
2011,2,8,28.5,23.48,25.73,2.29
2011,2,9,27.89,23.53,25.59,0.64
2011,2,10,28.49,23.45,25.83,0.39
2011,2,11,28.67,23.78,26.11,0.61
2011,2,12,27.85,23.81,25.66,4.64
2011,2,13,28.88,24.34,26.27,4.1
2011,2,14,29.54,24.71,26.55,4.83
2011,2,15,29.43,24.57,26.43,11.58
2011,2,16,28.81,24.13,26.33,1.71
2011,2,17,29.25,24.27,26.55,3.52
2011,2,18,28.95,24.4,26.46,2.58
2011,2,19,29.18,24.26,26.48,0.29
2011,2,20,28.98,24.08,26.29,0
2011,2,21,29.52,24,26.45,0
2011,2,22,29.21,24.05,26.34,0
2011,2,23,29.69,24.4,26.55,0
2011,2,24,29.14,23.42,26.21,0
2011,2,25,28.76,23.7,26.15,0.54
2011,2,26,29.05,24.88,26.54,2.33
2011,2,27,28.49,24.09,26,10.5
2011,2,28,28.36,24.31,26.06,8.2
2011,3,1,29.04,24.3,26.14,5.31
2011,3,2,29.36,24.13,26.19,1.2
2011,3,3,28.69,23.68,25.81,0.88
2011,3,4,29.96,23.4,26.28,0.49
2011,3,5,29.68,24.01,26.41,0.85
2011,3,6,29.55,23.49,26.22,1.65
2011,3,7,29.46,23.67,26.47,0.17
2011,3,8,29.47,24.38,26.42,1.39
2011,3,9,29.73,24.29,26.61,0.74
2011,3,10,29.26,24.08,26.35,0.8
2011,3,11,28.6,23.17,25.85,0.82
2011,3,12,28.92,24.2,26.34,0.02
2011,3,13,29.57,24.96,26.82,0.04
2011,3,14,29.32,24.56,26.72,0.03
2011,3,15,29.42,24.01,26.43,0.09
2011,3,16,28.87,23.6,26.16,0.01
2011,3,17,30.01,25.1,27.17,0
2011,3,18,30.13,25.52,27.35,0
2011,3,19,30.75,25.32,27.53,0
2011,3,20,29.93,25.9,27.45,0
2011,3,21,29.4,25.3,26.9,0
2011,3,22,30.37,25.14,27.32,0
2011,3,23,29.82,25.16,27.21,0
2011,3,24,30.92,25.74,27.82,0
2011,3,25,30.8,25.56,27.71,0
2011,3,26,30.82,25.08,27.71,0
2011,3,27,30.71,25.07,27.73,0.01
2011,3,28,30.87,25.1,27.75,0.6
2011,3,29,31.01,25.54,27.83,2.15
2011,3,30,30.97,24.77,27.62,0.23
2011,3,31,29.95,25.47,27.29,0.25
2011,4,1,30.33,25.35,27.38,0.34
2011,4,2,30.79,25.18,27.69,0.41
2011,4,3,31.28,24.81,27.76,0.96
2011,4,4,30.42,26.29,27.99,0.78
2011,4,5,28.93,25.9,27.31,2.06
2011,4,6,28.71,25.89,27.13,0.91
2011,4,7,30.19,24.98,26.88,1.42
2011,4,8,27.74,24.85,26,2.48
2011,4,9,30.09,25.14,27.16,2.13
2011,4,10,29.95,25.53,27.17,1.42
2011,4,11,28.59,24.85,26.45,2.47
2011,4,12,30.11,24.28,26.85,1.83
2011,4,13,29.81,23.56,26.45,0.29
2011,4,14,30.3,23.81,26.87,0.19
2011,4,15,29.67,24.22,26.76,0.17
2011,4,16,31.2,25.13,27.82,0.05
2011,4,17,30.12,24.96,27.17,0.54
2011,4,18,29.26,25.15,26.88,3.55
2011,4,19,28.98,24.83,26.44,8.08
2011,4,20,29.07,24.48,26.33,3.96
2011,4,21,29.2,24.33,26.58,0.32
2011,4,22,29.63,24.31,26.65,1.16
2011,4,23,29.03,23.91,26.21,1.85
2011,4,24,29.92,24.31,26.95,0.15
2011,4,25,30.84,25.46,27.8,0.35
2011,4,26,29.47,25.65,27.17,1.42
2011,4,27,28.56,25.56,26.52,5.94
2011,4,28,30.82,24.76,27.28,9.15
2011,4,29,29.82,25.29,27.4,0.93
2011,4,30,30.49,25.42,27.65,0.59
2011,5,1,30.33,24.88,27.4,0.05
2011,5,2,30.82,25.82,28.11,0
2011,5,3,31.57,25.68,28.4,0
2011,5,4,30.99,26.37,28.35,0.01
2011,5,5,29.56,27.01,27.96,0.25
2011,5,6,31.14,26.87,28.52,0.33
2011,5,7,29.4,26.15,27.42,0.59
2011,5,8,30.09,25.7,27.75,1.85
2011,5,9,30.23,26.28,27.98,0.55
2011,5,10,28.8,26.19,27.14,0.52
2011,5,11,28.92,25.74,27.18,2.62
2011,5,12,29.12,25.82,27.02,2.62
2011,5,13,29.49,25.75,26.95,1.28
2011,5,14,27.19,25.35,26.21,1.06
2011,5,15,29.41,25.22,26.88,1.54
2011,5,16,29.79,25.31,26.97,2.16
2011,5,17,28.26,24.7,26.24,2.71
2011,5,18,28.18,25.21,26.23,3.6
2011,5,19,28.94,25.06,26.56,2.88
2011,5,20,30.63,24.74,27.13,1.14
2011,5,21,26.95,25.03,25.85,3.1
2011,5,22,28.58,25.01,26.28,10.31
2011,5,23,26.79,24.21,25.44,6.44
2011,5,24,29.16,24.36,26.13,2.83
2011,5,25,27.72,24.86,26.08,13.75
2011,5,26,26.63,24.72,25.73,16.03
2011,5,27,29.03,24.35,26.18,21.47
2011,5,28,26.2,24.82,25.29,8.27
2011,5,29,28.58,24.78,26.39,2.66
2011,5,30,27.39,25.42,26.05,1.89
2011,5,31,26.69,25.18,25.75,5.55
2011,6,1,27.43,25.03,25.8,6.04
2011,6,2,27.67,24.56,25.8,5.8
2011,6,3,28.28,24.76,26.06,1.99
2011,6,4,26.25,24.76,25.46,14.48
2011,6,5,25.83,23.66,24.73,40.47
2011,6,6,26.19,23.45,24.64,12.6
2011,6,7,26.99,23.78,25.32,1.3
2011,6,8,28.41,24.51,26.36,0.52
2011,6,9,27.9,25.18,26.24,0.77
2011,6,10,29.41,25.38,26.9,0.11
2011,6,11,29.68,25.04,27.12,0.32
2011,6,12,29.56,25.08,27.15,0.75
2011,6,13,29.62,25.25,27.23,0.99
2011,6,14,28.23,25.52,26.56,3.87
2011,6,15,28.62,25.02,26.27,23.85
2011,6,16,26.93,24.78,25.57,33.32
2011,6,17,26.99,24.68,25.59,5.77
2011,6,18,26.26,24.7,25.36,7.42
2011,6,19,27.97,24.34,25.81,3.39
2011,6,20,27.77,24.51,25.94,4.23
2011,6,21,27.58,25.18,26.07,9.48
2011,6,22,26.88,25,25.73,7.48
2011,6,23,28.6,24.85,26.45,13.56
2011,6,24,25.58,24.13,24.72,14.67
2011,6,25,26.27,23.93,25.11,9.34
2011,6,26,26.8,24.52,25.54,1.39
2011,6,27,28.2,24.75,26.23,1.65
2011,6,28,28.33,24.91,26.43,2.52
2011,6,29,27.47,25.43,26.22,4.03
2011,6,30,27.98,25.07,26.17,14.72
2011,7,1,25.96,24.52,25.15,21.52
2011,7,2,27.82,24.15,25.63,18.99
2011,7,3,26.26,24.2,24.98,6.06
2011,7,4,26.1,24.17,25.16,4.86
2011,7,5,28.24,24.72,26.23,8.9
2011,7,6,29.03,24.7,26.51,2.64
2011,7,7,26.46,25.36,25.78,1.68
2011,7,8,28.45,25.02,26.27,0.73
2011,7,9,28.9,25.08,26.72,2.27
2011,7,10,28.05,25.35,26.43,6.85
2011,7,11,27.57,25.18,25.95,36.65
2011,7,12,26.28,24.6,25.37,7.75
2011,7,13,26.74,23.88,25.03,5.63
2011,7,14,26.69,22.97,24.43,10.44
2011,7,15,25.42,23.23,24.21,15.2
2011,7,16,25.39,23.89,24.57,9.88
2011,7,17,26.02,23.67,24.86,7.61
2011,7,18,27.37,23.71,25.31,2.91
2011,7,19,27.46,23.96,25.64,0.09
2011,7,20,28.95,24.19,26.38,0.09
2011,7,21,28.11,24.81,26.37,0.06
2011,7,22,27.84,25.11,26.23,0.1
2011,7,23,28.44,24.63,26.27,0.12
2011,7,24,28.73,24.92,26.62,0.73
2011,7,25,28.27,24.94,26.41,3.77
2011,7,26,27.72,25.32,26.27,5.2
2011,7,27,26.24,24.86,25.48,6.07
2011,7,28,28.04,24.33,25.96,12.7
2011,7,29,26.18,23.44,24.72,8.45
2011,7,30,27.09,23.87,25.18,2.54
2011,7,31,26.7,23.81,24.89,1.61
2011,8,1,27.01,24.27,25.28,1.57
2011,8,2,27.69,24.42,25.71,4.67
2011,8,3,27.68,24.37,25.79,0.36
2011,8,4,28.36,24.95,26.35,0.78
2011,8,5,28.4,24.84,26.23,2.13
2011,8,6,28.62,24.67,26.58,0.53
2011,8,7,28.6,24.56,26.25,1.24
2011,8,8,27.24,25.07,25.93,1.55
2011,8,9,28.79,24.6,26.43,2.48
2011,8,10,28.51,24.9,26.48,5.42
2011,8,11,28.91,24.38,26.17,10.54
2011,8,12,27.7,24.4,25.7,3.95
2011,8,13,27.88,24.24,25.5,9.46
2011,8,14,27.04,24.03,25.37,24.79
2011,8,15,27.42,24.51,25.55,36.9
2011,8,16,27.96,24.44,25.86,30.3
2011,8,17,27.46,24.18,25.8,5.78
2011,8,18,27.96,23.75,25.76,4.54
2011,8,19,27.82,24.5,25.95,12.92
2011,8,20,27.71,24.33,25.79,12.82
2011,8,21,27.33,24.44,25.77,29.11
2011,8,22,27.03,24.97,25.62,12.34
2011,8,23,26.4,24.8,25.39,4.19
2011,8,24,25.98,24.59,25.19,5.05
2011,8,25,26.62,25.06,25.59,5.26
2011,8,26,26.74,25.08,25.69,2.56
2011,8,27,27.21,25,25.95,7.78
2011,8,28,27.74,25.32,26.23,2.03
2011,8,29,26,25.09,25.48,1.62
2011,8,30,27.4,24.81,25.87,0.37
2011,8,31,28.31,24.86,26.37,0.41
2011,9,1,28.26,24.66,26.29,0.81
2011,9,2,26.03,24.35,25.27,3.14
2011,9,3,26.9,24.09,25.24,5.92
2011,9,4,27.5,24.13,25.37,8.16
2011,9,5,26.12,24.31,25.1,3.71
2011,9,6,26.96,24.41,25.62,4.73
2011,9,7,28.45,25.06,26.46,9.52
2011,9,8,27.08,24.52,25.5,3.71
2011,9,9,27.93,24.26,25.74,0.61
2011,9,10,27.27,24.53,25.61,0.92
2011,9,11,26.56,24.05,25.07,13.68
2011,9,12,26.92,23.95,25.15,5.95
2011,9,13,27.02,24.55,25.71,2.33
2011,9,14,28.45,24.37,26.37,3.2
2011,9,15,27.83,24.44,25.9,5.69
2011,9,16,27.52,24.05,25.36,22.64
2011,9,17,26.22,24.49,25.11,5.71
2011,9,18,26.41,24.12,25.09,16.58
2011,9,19,26.45,24.43,25.18,6.29
2011,9,20,27.01,24.33,25.43,2.72
2011,9,21,29.13,24.54,26.24,1
2011,9,22,28.85,24.53,26.35,3.14
2011,9,23,28.74,23.78,26.07,20.88
2011,9,24,27.11,24.84,25.83,4.84
2011,9,25,26.35,24.26,25.31,13.55
2011,9,26,26.15,24.78,25.31,4.4
2011,9,27,27.3,24.74,25.71,0.81
2011,9,28,26.59,25.21,25.82,0.92
2011,9,29,26.3,24.84,25.6,3.76
2011,9,30,25.88,24.79,25.4,8.92
2011,10,1,25.77,24.21,25.03,11.27
2011,10,2,26.77,24.68,25.63,5.05
2011,10,3,26.85,24.79,25.62,0.88
2011,10,4,25.44,23.96,24.68,3.61
2011,10,5,27.46,23.91,25.37,1.69
2011,10,6,27.24,24.34,25.55,4.57
2011,10,7,27.75,24.48,25.86,2.22
2011,10,8,27.86,24.68,25.85,12.65
2011,10,9,26.65,24.84,25.6,16.29
2011,10,10,25.25,24.43,24.76,28.7
2011,10,11,25.04,23.62,24.35,49.83
2011,10,12,25.42,23.34,24.1,34.83
2011,10,13,24.86,23.36,24.01,33.32
2011,10,14,25.21,23.76,24.27,51.73
2011,10,15,24.77,23.85,24.18,50.53
2011,10,16,24.51,23.22,23.83,31.15
2011,10,17,24.13,23.17,23.47,10.26
2011,10,18,24.67,23.09,23.71,2.53
2011,10,19,24.5,23.07,23.63,4.74
2011,10,20,24.97,22.94,23.75,5.79
2011,10,21,23.82,22.91,23.27,26.52
2011,10,22,24.31,23.02,23.66,11.01
2011,10,23,25.55,23.07,24.06,2.84
2011,10,24,25.75,23.33,24.24,3.92
2011,10,25,27.86,23.11,25.12,3.32
2011,10,26,27.44,23.47,25.21,7.77
2011,10,27,26.33,23.73,24.78,18.36
2011,10,28,25.86,24.33,25.04,3.98
2011,10,29,25.55,24.4,24.89,6.08
2011,10,30,25.63,24.15,24.76,3.92
2011,10,31,25.29,23.72,24.36,6.49
2011,11,1,25.68,23.65,24.48,10.65
2011,11,2,26.42,23.06,24.6,2.34
2011,11,3,27.56,23.71,25.33,1.99
2011,11,4,27.23,24.02,25.33,1.99
2011,11,5,27.57,23.7,25.36,0.9
2011,11,6,27.64,23.41,25.2,3.35
2011,11,7,27.57,22.96,25.1,5.4
2011,11,8,28.13,23.64,25.37,5.53
2011,11,9,27.57,23.31,25.16,3.07
2011,11,10,26.52,23.91,25,10.31
2011,11,11,27.17,23.3,24.94,1.91
2011,11,12,27,22.9,24.58,8.62
2011,11,13,26.72,22.79,24.46,15.86
2011,11,14,25.57,23.29,24.24,6.56
2011,11,15,25.51,23.44,24.29,4.18
2011,11,16,26.48,23.79,24.88,7.92
2011,11,17,27.69,23.54,25.39,3.19
2011,11,18,27.15,23.74,25.01,4.41
2011,11,19,25.96,23.97,24.65,3.96
2011,11,20,27.03,23.26,24.81,2.33
2011,11,21,25.75,23.03,24.26,4.68
2011,11,22,26.5,23.43,24.74,5.79
2011,11,23,26.49,23.44,24.72,9.32
2011,11,24,26.6,23.52,24.81,7.79
2011,11,25,26.51,23.62,24.66,8.43
2011,11,26,26.35,23.34,24.62,13.89
2011,11,27,26.95,23.21,24.85,2.96
2011,11,28,27.71,23.53,25.23,7.65
2011,11,29,27.56,22.81,24.81,8.7
2011,11,30,26.97,22.88,24.62,5.34
2011,12,1,27.15,22.9,24.67,8.11
2011,12,2,27.65,22.64,24.8,2.98
2011,12,3,27.47,22.55,24.73,1.17
2011,12,4,27.31,23.08,24.99,0.47
2011,12,5,27.15,23.44,25.07,0.77
2011,12,6,27.29,22.73,24.81,1.08
2011,12,7,27.67,22.76,24.81,0.5
2011,12,8,26.11,22.44,24.2,0.44
2011,12,9,27.41,23.27,24.85,0.28
2011,12,10,27.43,23.09,25.1,0.95
2011,12,11,26.21,24.08,24.85,5.71
2011,12,12,26.15,23.89,24.75,16.09
2011,12,13,26.28,23.75,24.81,11.87
2011,12,14,25.49,23.87,24.57,11.66
2011,12,15,25.61,23.5,24.45,7.89
2011,12,16,26.58,22.95,24.42,3.97
2011,12,17,27.33,23.02,24.94,9.27
2011,12,18,26.12,23.38,24.57,5.77
2011,12,19,26.27,23.29,24.54,3.43
2011,12,20,27.22,22.83,24.95,1.17
2011,12,21,27.34,22.94,25.04,0.47
2011,12,22,27.08,23.89,25.18,1.14
2011,12,23,27.36,23.15,25.22,2.65
2011,12,24,27.33,24.05,25.35,4.42
2011,12,25,27.61,23.62,25.39,1.75
2011,12,26,28.03,23.5,25.45,0.39
2011,12,27,27.73,23.03,25.13,1.42
2011,12,28,27.86,23.1,25.13,1.51
2011,12,29,28.19,23.04,25.37,0.61
2011,12,30,28.23,23.52,25.6,0.79
2011,12,31,27.78,23.79,25.42,4.1
2012,1,1,27.75,24.27,25.8,0.76
2012,1,2,27.92,23.89,25.69,4.33
2012,1,3,27.49,24.17,25.48,1.36
2012,1,4,27.89,24.18,25.65,22.9
2012,1,5,28.03,23.89,25.5,8.26
2012,1,6,26.16,23.37,24.45,10.58
2012,1,7,27.45,23.22,25.13,0.69
2012,1,8,27.7,22.94,25.15,0.36
2012,1,9,27.78,22.75,25.18,0.3
2012,1,10,27.97,23.19,25.11,0.17
2012,1,11,27.44,22.39,24.94,0.05
2012,1,12,27.83,22.73,25.23,0.08
2012,1,13,28.56,22.82,25.51,0.1
2012,1,14,28.22,23.54,25.51,0.45
2012,1,15,27.45,24.51,25.75,1.33
2012,1,16,27.61,24.83,25.95,0.03
2012,1,17,27.89,24.45,25.86,0.01
2012,1,18,28,23.71,25.75,0.46
2012,1,19,28.24,22.54,24.97,0.41
2012,1,20,27.79,22.9,25.31,0.01
2012,1,21,27.74,22.81,25.14,0.02
2012,1,22,27.58,22.61,25.03,0.01
2012,1,23,27.45,22.85,24.97,0.02
2012,1,24,27.96,22.92,25.33,0.06
2012,1,25,27.64,22.49,25.15,0.3
2012,1,26,27.56,22.93,25.13,0.35
2012,1,27,27.98,22.87,25.08,0.13
2012,1,28,27.81,22.61,25.06,0.09
2012,1,29,28.25,23.05,25.38,1.18
2012,1,30,27.56,23.79,25.36,2.57
2012,1,31,27.58,23.79,25.26,0.11
2012,2,1,28.26,23.72,25.69,0.03
2012,2,2,28.68,23.43,25.73,0.02
2012,2,3,26.13,24.08,25.12,0
2012,2,4,26.4,22.91,24.17,0.11
2012,2,5,29.18,23.02,25.78,0.72
2012,2,6,28.54,23.34,25.9,0.16
2012,2,7,28.73,23.82,26.16,0.81
2012,2,8,29.92,24.78,26.78,1.38
2012,2,9,28.71,24.18,26.19,0
2012,2,10,28.14,23.96,25.79,0
2012,2,11,29.02,23.64,26.01,0
2012,2,12,29.33,23.95,26.27,0
2012,2,13,29.19,23.89,26.24,0
2012,2,14,29.84,23.32,26.18,0
2012,2,15,29.7,23.46,26.34,0
2012,2,16,29.34,23.61,26.2,0.01
2012,2,17,29.02,23.06,25.96,0
2012,2,18,29.35,22.52,25.85,0
2012,2,19,28.58,23.78,26.03,0.07
2012,2,20,28.84,24.1,26.09,0.09
2012,2,21,29.5,23.52,26.24,0.01
2012,2,22,28.92,24.07,26.27,0
2012,2,23,29.57,23.81,26.37,0.03
2012,2,24,29.95,23.31,26.52,2.1
2012,2,25,29.58,24.12,26.42,4.93
2012,2,26,29.92,24.73,26.96,0.76
2012,2,27,30.51,25.25,27.33,0.66
2012,2,28,30.25,24.72,27.03,1.43
2012,2,29,30.47,24.32,27,2.56
2012,3,1,30.23,25.17,27.21,0
2012,3,2,30.25,23.35,26.65,0
2012,3,3,30.34,24.33,27.14,0.02
2012,3,4,31.13,25.08,27.65,2.18
2012,3,5,29.76,25.7,27.41,8.3
2012,3,6,30.69,25.96,27.83,7.13
2012,3,7,31.07,25.26,27.76,2.34
2012,3,8,31.04,25.13,27.59,1.11
2012,3,9,31.02,24.5,27.53,0.02
2012,3,10,31.26,25.89,27.97,0.02
2012,3,11,30.94,25.69,27.91,0.33
2012,3,12,31.02,25.96,28.06,0.81
2012,3,13,31.32,26.01,28.2,2.08
2012,3,14,31.71,25.95,28.35,2.07
2012,3,15,31.76,26.07,28.38,2.96
2012,3,16,31.84,26.57,28.49,1.52
2012,3,17,31.09,26.41,28.18,0.16
2012,3,18,31.09,25.85,27.82,1.08
2012,3,19,30.59,25.04,27.48,0.08
2012,3,20,29.58,25.07,26.93,0.19
2012,3,21,29.16,24.5,26.67,0.55
2012,3,22,29.78,25.24,27.08,1.08
2012,3,23,30.66,24.31,27.33,0.52
2012,3,24,29.53,25.17,27.09,0.23
2012,3,25,30,24.37,26.92,0.6
2012,3,26,31.09,24.16,27.41,0.35
2012,3,27,30.8,24.65,27.65,0.6
2012,3,28,30.75,26.31,28,1.19
2012,3,29,31.49,25.85,28.28,0.44
2012,3,30,31.42,26.3,28.63,1.02
2012,3,31,31.03,26.6,28.48,0.43
2012,4,1,30.22,26.1,27.96,0.85
2012,4,2,30.15,25.77,27.59,3.62
2012,4,3,29.65,25.67,27.06,9.22
2012,4,4,30.12,25.26,27.1,7.85
2012,4,5,28.74,25.35,26.69,2.72
2012,4,6,28.41,25.35,26.64,6.45
2012,4,7,28.54,24.11,26.18,4.97
2012,4,8,28.36,24.96,26.24,3.44
2012,4,9,30.59,24.72,27.36,1.27
2012,4,10,29.22,25.04,26.9,1.59
2012,4,11,28.83,24.09,26.33,0.08
2012,4,12,30.78,24.15,27.12,0.01
2012,4,13,30.01,24.08,27.04,0.02
2012,4,14,30.58,24.78,27.48,0.03
2012,4,15,30.47,25.4,27.65,1.41
2012,4,16,29.38,25.04,26.83,8.35
2012,4,17,29.12,25.17,26.58,6.39
2012,4,18,26.63,25.02,25.77,1.84
2012,4,19,28.77,24.87,26.36,3.12
2012,4,20,27.52,25.15,26.08,2.98
2012,4,21,29.42,24.42,26.57,0.36
2012,4,22,30.2,25.4,27.42,11.02
2012,4,23,28.02,25.54,26.66,9.05
2012,4,24,30.93,25.96,27.79,5.4
2012,4,25,31.12,25.57,28.01,1.68
2012,4,26,30.76,25.69,28.07,1.31
2012,4,27,28.73,25.33,26.91,3.82
2012,4,28,29.76,24.72,26.66,4.54
2012,4,29,29.83,25.43,27.1,0.52
2012,4,30,29.54,25.36,27.02,1.06
2012,5,1,28.24,25.46,26.5,1.55
2012,5,2,28.33,25.53,26.63,1.83
2012,5,3,28.17,25.08,26.42,1.5
2012,5,4,29.08,25.32,26.62,4.08
2012,5,5,27.54,25.1,26.08,2.94
2012,5,6,29.22,25.04,26.56,8.65
2012,5,7,28.78,24.99,26.36,3.58
2012,5,8,27.28,24.91,25.75,7.69
2012,5,9,28.87,24.86,26.39,5.89
2012,5,10,29.15,24.62,26.47,3.67
2012,5,11,30.17,24.96,27.29,3.16
2012,5,12,30.93,25.41,27.63,3.76
2012,5,13,29.13,25.39,26.76,9.94
2012,5,14,27.4,25.59,26.18,7.19
2012,5,15,26.73,25.25,25.74,4.84
2012,5,16,29.29,25.09,26.97,2.99
2012,5,17,29.69,25.31,27.09,4.65
2012,5,18,28.83,25.37,26.77,10.58
2012,5,19,27.5,24.81,25.73,27.35
2012,5,20,27.28,24.34,25.58,6.28
2012,5,21,27.59,24.51,25.8,5.03
2012,5,22,28.22,25.03,26.36,0.64
2012,5,23,27.99,25.39,26.31,1.13
2012,5,24,27.99,25.27,26.36,2.22
2012,5,25,28.93,25.46,26.77,1.23
2012,5,26,29.25,24.97,26.56,1.04
2012,5,27,29.03,24.87,26.88,1.55
2012,5,28,29.12,25.57,26.82,5.5
2012,5,29,29.2,25.68,27.06,3.32
2012,5,30,27.88,26.16,26.81,10.74
2012,5,31,27.09,25.7,26.19,18.26
2012,6,1,27.89,25.69,26.42,2.77
2012,6,2,28.88,25.35,26.63,5.9
2012,6,3,28.66,25.5,26.64,1.26
2012,6,4,28.65,25.33,26.66,1.16
2012,6,5,27.38,25.43,26.1,4.8
2012,6,6,28,25.26,26.39,10.17
2012,6,7,29.53,25.49,27.14,0.45
2012,6,8,29.64,25.69,27.31,1.01
2012,6,9,27.56,25.45,26.38,1.78
2012,6,10,28.97,25,26.73,7.87
2012,6,11,27.67,25.41,26.49,15.36
2012,6,12,27.05,25.35,26.08,23.95
2012,6,13,25.95,24.57,25.23,10.36
2012,6,14,27.91,24.45,25.9,5.15
2012,6,15,28.7,24.36,26.51,10.67
2012,6,16,28.62,25.55,26.52,7.72
2012,6,17,27.98,24.03,25.88,6.17
2012,6,18,28.92,23.79,26.18,1.71
2012,6,19,28.56,25.16,26.6,0.46
2012,6,20,29.04,25.68,27.16,1.11
2012,6,21,29.69,25.37,27.24,4.96
2012,6,22,27.44,24.88,25.85,3.79
2012,6,23,26.89,24.61,25.7,5.04
2012,6,24,27.49,25.12,26,4.22
2012,6,25,28.06,25.27,26.35,1.39
2012,6,26,26.86,24.87,25.72,1.51
2012,6,27,28.12,24.53,26.17,4.58
2012,6,28,29.63,24.6,26.82,4.85
2012,6,29,28.59,24.44,26.13,8.8
2012,6,30,27.62,24.13,25.58,6.03
2012,7,1,28.95,24.17,26.52,1.3
2012,7,2,28.64,25.16,26.62,2.32
2012,7,3,28.89,25.5,26.9,6.47
2012,7,4,27.19,24.89,25.98,3.2
2012,7,5,28.44,23.86,26.08,3.29
2012,7,6,27.45,24.66,25.8,3.78
2012,7,7,28.53,23.99,25.97,7.14
2012,7,8,27.8,24.49,26.05,3.05
2012,7,9,28.6,25.17,26.6,6.32
2012,7,10,28.67,24.85,26.54,8.39
2012,7,11,28.73,25.11,26.74,6.8
2012,7,12,27.09,25.02,25.99,17.14
2012,7,13,27.2,25.31,25.99,13.94
2012,7,14,28.42,24.83,26.21,6.09
2012,7,15,27.81,24.58,26.11,7.73
2012,7,16,28.87,24.31,26.43,2.93
2012,7,17,29.07,24.31,26.69,3.74
2012,7,18,28.4,25.32,26.67,8.76
2012,7,19,28.66,25.33,26.69,6.66
2012,7,20,27.57,25.13,26.15,12.57
2012,7,21,27.01,24.82,25.62,7.92
2012,7,22,27.88,24.78,25.83,6.87
2012,7,23,29.28,24.92,26.77,8.7
2012,7,24,27.98,25.14,26.37,17.4
2012,7,25,28.38,25.25,26.64,5.15
2012,7,26,28.1,25.49,26.66,8.47
2012,7,27,28.74,25.53,26.79,44.62
2012,7,28,27.89,24.89,26.2,24.7
2012,7,29,26.11,24.98,25.47,30.57
2012,7,30,28.94,24.48,26.29,2.66
2012,7,31,28.3,23.56,25.83,5.78
2012,8,1,28.47,23.3,25.74,7.29
2012,8,2,27.85,24.67,26.11,14.33
2012,8,3,28.88,24.4,26.49,2.49
2012,8,4,28.33,24.33,26.36,3.29
2012,8,5,28.4,24.99,26.48,2.68
2012,8,6,27.87,24.84,26.05,4.86
2012,8,7,26.26,24.88,25.55,20.09
2012,8,8,26.58,24.86,25.6,9.73
2012,8,9,26.57,25.01,25.67,6.29
2012,8,10,27.82,24.91,26.1,13.69
2012,8,11,28.6,24.99,26.22,22.02
2012,8,12,28.04,24.29,25.99,3.59
2012,8,13,28.76,24.8,26.51,7.08
2012,8,14,25.65,24.62,25.02,19.11
2012,8,15,26.38,24.48,25.32,8.99
2012,8,16,27.8,24.85,26.05,16.35
2012,8,17,28.71,24.62,26.21,9.27
2012,8,18,27.02,23.74,25.4,6.16
2012,8,19,27.65,23.9,25.55,14.56
2012,8,20,28.07,24.17,25.83,3.71
2012,8,21,27.59,24.6,25.69,6.35
2012,8,22,27.02,25.01,25.88,22.62
2012,8,23,27.37,24.8,25.91,9.23
2012,8,24,27.69,25.16,26.27,6.51
2012,8,25,26.54,25.6,26.01,4.93
2012,8,26,26.77,25.53,26.09,12.17
2012,8,27,27.78,25.66,26.54,1.68
2012,8,28,27.91,25.32,26.5,4.38
2012,8,29,28.14,24.66,26.06,12.8
2012,8,30,26.15,25.01,25.43,21.02
2012,8,31,28.87,24.5,26.32,10.62
2012,9,1,28.2,24.53,26.1,8.87
2012,9,2,27.78,23.87,25.61,7.6
2012,9,3,27.26,24.72,25.56,14.52
2012,9,4,26.94,24.55,25.47,10.13
2012,9,5,26.82,24.47,25.49,10.87
2012,9,6,28.89,24.59,26.22,6.01
2012,9,7,27.6,25.22,26.18,13.2
2012,9,8,26.9,25.26,25.81,10.65
2012,9,9,27.76,24.43,25.88,3.06
2012,9,10,28.19,25,26.47,3.76
2012,9,11,27.71,24.71,26.12,3.45
2012,9,12,28.79,24.61,26.41,3.69
2012,9,13,27.12,24.22,25.57,9.76
2012,9,14,27.59,24.4,25.85,20.03
2012,9,15,27.92,24.89,26.05,7.38
2012,9,16,27.55,24.55,25.89,10.28
2012,9,17,28.05,23.6,25.53,17.55
2012,9,18,27.64,24.45,25.67,4.22
2012,9,19,27.04,24.37,25.54,13.97
2012,9,20,28.11,24.33,26.04,4.83
2012,9,21,27.43,24.06,25.63,12.91
2012,9,22,26.15,24.55,25.19,5.86
2012,9,23,27.9,24.27,25.88,3.11
2012,9,24,28.06,24.31,25.93,2.28
2012,9,25,27.73,23.89,25.58,2.52
2012,9,26,27.63,24.33,25.78,9.01
2012,9,27,27.14,24.49,25.53,24.26
2012,9,28,27.27,24.51,25.59,3.62
2012,9,29,26.77,24.59,25.4,3.12
2012,9,30,26.08,24.42,25.14,2.43
2012,10,1,28.01,23.98,25.8,2.66
2012,10,2,28.56,24.76,26.37,3.2
2012,10,3,29.04,24.66,26.45,1.49
2012,10,4,28.17,24.95,26.38,2.4
2012,10,5,27.26,23.86,25.47,4.37
2012,10,6,27.73,24.92,26.18,1.04
