YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR
2003,12,31,28.41,24.54,26.06,2.23
2004,1,1,28.85,24.25,26.26,1.14
2004,1,2,29.05,25,26.53,0.5
2004,1,3,29.47,24.75,26.79,0.57
2004,1,4,29.26,24.73,26.68,0.99
2004,1,5,29.02,23.85,26.22,0.22
2004,1,6,28.88,24.16,26.26,0.93
2004,1,7,28.66,24.44,26.22,1.7
2004,1,8,28.55,24.64,26.3,0.32
2004,1,9,29.1,24.09,26.2,0.42
2004,1,10,27.1,24.56,25.59,0.18
2004,1,11,29.15,24.97,26.6,0.13
2004,1,12,29.52,25.05,26.95,0.15
2004,1,13,29.22,25.43,26.94,0
2004,1,14,29.57,25.28,26.99,0.03
2004,1,15,29.47,24.13,26.49,0.62
2004,1,16,28.43,23.43,25.64,2.48
2004,1,17,27.5,24.25,25.6,0.4
2004,1,18,28.98,24.14,26.1,0
2004,1,19,29.28,23.36,26.05,0.02
2004,1,20,29.47,23.62,26.19,0.1
2004,1,21,28.49,23.07,25.5,0.05
2004,1,22,29.15,23.25,25.86,0.13
2004,1,23,29.03,23.02,25.63,0.42
2004,1,24,28.52,23.85,25.85,0.05
2004,1,25,28.54,22.66,25.54,0.01
2004,1,26,29.86,24.12,26.52,0
2004,1,27,28.72,23.16,25.83,0
2004,1,28,29.34,23.31,26.23,0
2004,1,29,29.05,23.83,26.22,0.01
2004,1,30,28.82,23.59,25.96,0.02
2004,1,31,29.57,24.15,26.53,0.01
2004,2,1,29.12,24.02,26.36,0.01
2004,2,2,29.65,23.11,26.32,0
2004,2,3,30.44,23.84,26.83,0.01
2004,2,4,29.85,24.44,26.99,0.17
2004,2,5,30.77,25.28,27.57,0.08
2004,2,6,30.74,23.41,27.07,0.29
2004,2,7,30.61,25.7,27.56,0.78
2004,2,8,30.94,25.56,27.77,0.03
2004,2,9,30.69,25.36,27.63,0.61
2004,2,10,30.47,25.85,27.78,2.04
2004,2,11,30.8,25.77,27.78,0.58
2004,2,12,30.68,25.44,27.52,1.01
2004,2,13,30.07,25.37,27.33,1.58
2004,2,14,28.8,24.96,26.72,1.7
2004,2,15,30.93,25.34,27.56,1.62
2004,2,16,30.77,25.93,27.93,0.5
2004,2,17,30.75,24.44,27.27,1.25
2004,2,18,30.84,26.16,28.08,4.74
2004,2,19,30.72,25.34,27.41,1.1
2004,2,20,30.44,25.48,27.62,0.59
2004,2,21,30.55,24.58,27.29,0.51
2004,2,22,29.99,24.37,26.95,0.17
2004,2,23,29.7,24.6,26.69,0.11
2004,2,24,29.97,25.27,27,0.02
2004,2,25,29.67,24.66,26.89,0.36
2004,2,26,30.75,25.18,27.43,0.16
2004,2,27,31.33,24.77,27.58,0.79
2004,2,28,30.49,25.88,27.89,1.12
2004,2,29,30.77,25.74,27.76,2.66
2004,3,1,30.88,25.73,27.86,0.41
2004,3,2,31.14,25.64,27.99,0.15
2004,3,3,32.35,26.95,28.8,0.03
2004,3,4,31.65,26.58,28.65,0.64
2004,3,5,30.95,26.19,28.16,2.36
2004,3,6,30.71,25.39,27.58,6.42
2004,3,7,30.41,25.06,27.51,9.38
2004,3,8,30.73,26.24,27.96,1.16
2004,3,9,31.44,26.04,28.13,0.66
2004,3,10,31.64,26.11,28.12,0.9
2004,3,11,31.69,26.92,28.66,0.66
2004,3,12,31.05,26.91,28.34,8.93
2004,3,13,30.94,26.56,28.37,1.7
2004,3,14,31.76,26.86,28.8,0
2004,3,15,31.61,26.62,28.7,0.73
2004,3,16,31.36,25.89,28.11,2.9
2004,3,17,31.84,26.08,28.51,0.01
2004,3,18,31.24,26.42,28.44,0.6
2004,3,19,32.2,26.85,28.76,1.15
2004,3,20,32.37,26.12,28.63,0.07
2004,3,21,32.3,25.6,28.43,2.26
2004,3,22,31.81,25.98,28.53,1.16
2004,3,23,32.65,26.48,28.99,0
2004,3,24,32.31,26.29,28.88,0
2004,3,25,32.62,26.66,28.98,0.57
2004,3,26,31.52,26.37,28.62,0.06
2004,3,27,31.68,26.37,28.61,0.16
2004,3,28,30.67,25.52,27.66,1.55
2004,3,29,28.8,25.62,26.86,2.95
2004,3,30,30,25.25,27.42,0.15
2004,3,31,29.94,25.69,27.27,0.59
2004,4,1,30.75,25.76,27.74,0.04
2004,4,2,30.66,25.23,27.49,0.01
2004,4,3,30.12,25.35,27.4,0.03
2004,4,4,31.46,25.21,28.21,0.02
2004,4,5,32.28,26.41,29.17,0.04
2004,4,6,31.48,26.76,28.84,0.33
2004,4,7,32.15,26.85,28.9,0.55
2004,4,8,30.84,26.02,28.19,0.74
2004,4,9,31.27,26.34,28.32,1.3
2004,4,10,31.53,26.23,28.33,1.48
2004,4,11,30.18,26.14,27.77,0.49
2004,4,12,30.75,25.89,27.64,0.55
2004,4,13,31.65,25.97,28.48,1.3
2004,4,14,31.91,25.61,28.31,1.16
2004,4,15,31.63,26.1,28.51,1.59
2004,4,16,30.75,26.17,27.87,1.38
2004,4,17,31.65,25.91,28.41,0.1
2004,4,18,30.86,26.61,28.41,1.5
2004,4,19,31.23,26.85,28.69,3.21
2004,4,20,31.42,26.36,28.16,3.34
2004,4,21,30.63,25.72,27.66,0.93
2004,4,22,29.81,25.86,27.6,0.32
2004,4,23,28.31,25.37,26.64,0.59
2004,4,24,30.43,25.16,27.21,1.5
2004,4,25,29.88,25.21,27.16,1.04
2004,4,26,29.05,25.64,26.73,4.88
2004,4,27,29.23,25.27,26.87,2.96
2004,4,28,30.54,25.67,27.67,2.34
2004,4,29,30.95,25.47,27.72,4.59
2004,4,30,30.61,25.63,27.88,6.31
2004,5,1,30.55,25.11,27.55,3.42
2004,5,2,29.38,25.86,27.12,2.56
2004,5,3,29.57,25.48,27.12,1.68
2004,5,4,30.13,25.52,27.44,3.91
2004,5,5,29.8,25.94,27.3,6.41
2004,5,6,30.59,25.93,27.89,6.25
2004,5,7,30.24,26.37,27.98,9.01
2004,5,8,29.78,25.85,27.43,18.14
2004,5,9,29.48,26.12,27.51,15.1
2004,5,10,28.51,25.76,26.79,20.37
2004,5,11,29.97,25.28,27.17,3.36
2004,5,12,30.69,25.99,27.79,3.31
2004,5,13,30.7,26.06,27.77,2.67
2004,5,14,30,25.61,27.08,5.79
2004,5,15,28.75,25.89,27.01,8.15
2004,5,16,27.22,25.56,26.21,0.61
2004,5,17,29.03,24.96,26.64,0.56
2004,5,18,27.94,25.23,26.04,3.7
2004,5,19,26.99,24.34,25.42,14.23
2004,5,20,25.99,24.3,24.93,13.49
2004,5,21,26.99,24.09,25.23,2.28
2004,5,22,26.64,23.83,24.89,5.85
2004,5,23,25.73,23.63,24.48,28.57
2004,5,24,27.62,23.46,25.37,5.39
2004,5,25,28.24,24.08,25.83,10.3
2004,5,26,28.05,24.23,25.86,1.8
2004,5,27,26.36,24.52,25.43,6.39
2004,5,28,26.41,24.54,25.25,3.76
2004,5,29,27.42,23.75,25.31,1.56
2004,5,30,27.7,24.19,25.63,0.27
2004,5,31,28.77,24.39,26.21,0.7
2004,6,1,26.38,24.52,25.3,5.28
2004,6,2,26.95,24.46,25.37,16.6
2004,6,3,27.45,24.33,25.56,0.88
2004,6,4,26.98,24.26,25.56,2.74
2004,6,5,28.39,24.29,25.87,4.23
2004,6,6,27.11,24.1,25.27,5.59
2004,6,7,26.27,24.33,25.31,4.01
2004,6,8,28.24,24.48,26.21,4.41
2004,6,9,27.65,24.61,25.8,5.61
2004,6,10,26.85,24.41,25.58,0.33
2004,6,11,26.51,25.36,25.8,0.6
2004,6,12,28.74,25.23,26.69,0.24
2004,6,13,29.52,25.29,27.06,1.02
2004,6,14,28.39,25.23,26.67,3.53
2004,6,15,29.67,25.17,27,3.13
2004,6,16,28.57,25.09,26.34,1.55
2004,6,17,29.21,25.14,26.78,7.45
2004,6,18,27.93,24.89,26.15,4.57
2004,6,19,28.51,25.58,26.64,3.22
2004,6,20,26.85,25.17,25.99,0.6
2004,6,21,27.73,24.57,25.89,0.67
2004,6,22,28.87,24.47,26.7,0.21
2004,6,23,30.12,25.51,27.54,0.37
2004,6,24,28.47,25.62,26.92,5.52
2004,6,25,27.32,25.65,26.27,7.9
2004,6,26,29.3,24.73,26.69,1.4
2004,6,27,29.48,24.86,27.02,1.78
2004,6,28,30.54,25.08,27.64,2.58
2004,6,29,28.49,25.82,27.01,11.13
2004,6,30,27.15,24.24,25.55,10.43
2004,7,1,28.43,24.81,26.47,11.38
2004,7,2,28.53,24.62,26.16,10.42
2004,7,3,28.74,24.73,26.53,5.34
2004,7,4,28.74,24.46,26.18,4.04
2004,7,5,28.06,24.1,25.62,7.92
2004,7,6,27.51,24.15,25.73,6.96
2004,7,7,27.43,24.56,25.68,6.56
2004,7,8,26.73,24.6,25.42,1.82
2004,7,9,28.13,24.37,25.95,0.33
2004,7,10,28.21,24.31,26.05,1.61
2004,7,11,27.77,24.73,26.02,4.19
2004,7,12,26.09,24.01,24.92,7.34
2004,7,13,26.46,24.04,25.01,1.7
2004,7,14,27.66,24.32,25.79,4.44
2004,7,15,25.95,24.07,24.94,3.17
2004,7,16,25.69,24.38,25.02,2.97
2004,7,17,27.77,24.09,25.75,7.13
2004,7,18,29.17,24.05,26.47,0.81
2004,7,19,28.06,24.4,25.9,4.59
2004,7,20,27.23,24.65,25.64,15.52
2004,7,21,27.72,24.59,25.7,2.76
2004,7,22,28.05,23.84,25.91,3.15
2004,7,23,28.08,24.09,25.72,9.33
2004,7,24,26.8,23.86,25.14,7.24
2004,7,25,27.42,24.4,25.7,0.45
2004,7,26,28.87,23.97,26.19,0.39
2004,7,27,28.22,24.57,26.06,0.48
2004,7,28,27.26,24.5,25.69,5.93
2004,7,29,28.06,25.07,26.1,0.35
2004,7,30,27.28,25.14,25.85,0.18
2004,7,31,27.47,24.64,25.95,0.02
2004,8,1,28.1,24.32,26.25,0.06
2004,8,2,29.19,25.13,26.97,0.1
2004,8,3,28.33,25.21,26.58,0.73
2004,8,4,27.34,25.29,25.97,3.19
2004,8,5,26.87,25.02,25.78,2.95
2004,8,6,28.82,24.91,26.44,1.31
2004,8,7,28.37,24.63,26.23,0.95
2004,8,8,29.3,24.63,27,0.36
2004,8,9,30.02,25.17,26.84,0.69
2004,8,10,28.93,24.68,26.53,2.03
2004,8,11,28.04,24.72,26.07,6.57
2004,8,12,28.18,24.42,26.03,8.45
2004,8,13,29.37,24.69,26.86,1.11
2004,8,14,29.84,25.16,27.05,11.46
2004,8,15,26.91,24.37,25.33,34.18
2004,8,16,28.89,24.13,26.43,1.21
2004,8,17,28.75,25.07,26.52,3.54
2004,8,18,27,24.85,25.85,1.69
2004,8,19,26.86,25.25,25.95,2.11
2004,8,20,27.19,25.18,25.98,1.62
2004,8,21,29.44,24.66,26.7,2.36
2004,8,22,28.22,24.52,26.11,14.28
2004,8,23,26.93,24.97,25.91,3.76
2004,8,24,27.17,24.35,25.51,4.94
2004,8,25,26.97,23.82,25.17,1.7
2004,8,26,27.18,24.11,25.28,8.4
2004,8,27,27.62,24.02,25.55,2.12
2004,8,28,27.21,24.66,25.51,2.21
2004,8,29,28.82,24.61,26.09,0.73
2004,8,30,26.17,24.35,25.22,1.7
2004,8,31,28.96,24.12,26.25,5.06
2004,9,1,29.23,24.57,26.69,0.41
2004,9,2,28.94,23.98,26.31,0.93
2004,9,3,26.75,25.31,25.86,3.13
2004,9,4,28.62,25,26.31,4.75
2004,9,5,28.52,24.36,26.14,10.94
2004,9,6,26.54,24.55,25.32,33.19
2004,9,7,25.48,23.64,24.54,27.72
2004,9,8,26.65,23.4,24.71,13.91
2004,9,9,25.81,23.27,24.28,7.72
2004,9,10,26,23.82,24.7,2.81
2004,9,11,26.87,24.04,25.18,3.5
2004,9,12,26.4,24.23,25.12,1.11
2004,9,13,26.39,24.26,25.09,1.12
2004,9,14,26.29,24.24,25.12,1.86
2004,9,15,26.36,24.26,25.04,5.88
2004,9,16,26.91,24.36,25.19,1.45
2004,9,17,27.8,24.37,25.56,1.34
2004,9,18,26.56,24.22,25.03,2.25
2004,9,19,26.3,23.97,24.9,3.02
2004,9,20,26.76,24,25.06,3.97
2004,9,21,26.25,23.87,24.92,7.87
2004,9,22,26.67,24.62,25.56,4.47
2004,9,23,27.51,24.89,25.97,6.51
2004,9,24,28.5,24.44,26.21,1.43
2004,9,25,26.74,24.98,25.62,10.29
2004,9,26,26.17,24.37,25.36,22.94
2004,9,27,27.4,24.27,25.64,4.05
2004,9,28,27.42,23.97,25.38,11.33
2004,9,29,27.18,24.56,25.38,12.37
2004,9,30,25.91,24.4,25.06,10.33
2004,10,1,27.08,24.03,25.36,2.56
2004,10,2,26.81,24.28,25.46,2.32
2004,10,3,26.66,24.78,25.47,6.59
2004,10,4,27.09,24.76,25.6,17.67
2004,10,5,26.13,24.71,25.15,20.47
2004,10,6,26.98,24.55,25.51,1.97
2004,10,7,26.84,24.65,25.54,5.02
2004,10,8,26.77,25.19,25.84,9.39
2004,10,9,28.16,25.33,26.31,0.82
2004,10,10,26.87,25.42,25.97,1.54
2004,10,11,26.89,24.62,25.51,2.56
2004,10,12,26.58,24.65,25.35,2.45
2004,10,13,26.67,24.27,25.3,3.36
2004,10,14,25.73,24.57,25.1,2.29
2004,10,15,27.1,24.6,25.66,4.77
2004,10,16,27.48,24.37,25.87,4.83
2004,10,17,26.67,24.43,25.32,8.73
2004,10,18,26.6,24.11,25.18,4.09
2004,10,19,26.95,23.92,25.16,8.77
2004,10,20,27.93,23.63,25.61,1.8
2004,10,21,26.86,24.91,25.64,5.25
2004,10,22,25.28,24.1,24.69,2.35
2004,10,23,26.37,23.61,24.86,1.39
2004,10,24,25.92,24.18,24.85,0.81
2004,10,25,27.33,24.26,25.41,0.58
2004,10,26,26.26,23.9,24.89,2.17
2004,10,27,26.59,23.94,24.87,5.65
2004,10,28,26.7,23.76,24.98,20.84
2004,10,29,26.48,23.74,24.86,9.14
2004,10,30,26.72,23.73,24.96,3.08
2004,10,31,27.01,23.6,25.07,1.53
2004,11,1,26.58,24.29,25.29,1.43
2004,11,2,26.2,24.21,25.09,4.73
2004,11,3,27.42,23.42,25.16,5.28
2004,11,4,26.81,24.36,25.41,4.48
2004,11,5,25.71,24.87,25.29,28.76
2004,11,6,25.78,24.69,25.23,33.5
2004,11,7,27.02,24.73,25.62,37.9
2004,11,8,27.99,23.88,25.55,52.42
2004,11,9,28.29,23.86,25.61,12.42
2004,11,10,26.65,23.66,24.89,16.41
2004,11,11,27.48,23.63,25.27,3.05
2004,11,12,27.05,23.79,25.07,0.79
2004,11,13,26.74,22.66,24.74,1.97
2004,11,14,27.75,22.89,25.13,4.36
2004,11,15,26.54,23.91,24.98,5.95
2004,11,16,26.76,23.61,24.81,9.9
2004,11,17,26.65,23.66,24.9,1.24
2004,11,18,27.86,23.24,25.35,0.76
2004,11,19,27.76,23.63,25.51,0.14
2004,11,20,27.94,24.04,25.75,0.73
2004,11,21,26.44,24.59,25.37,3.82
2004,11,22,27.47,24.5,25.79,12.51
2004,11,23,27.48,24.52,25.74,11.37
2004,11,24,27.57,24.21,25.58,2.02
2004,11,25,27.52,24.53,25.78,8.59
2004,11,26,27.42,24.31,25.6,8.04
2004,11,27,26.04,23.64,24.87,1.81
2004,11,28,27.25,24.24,25.55,0.88
2004,11,29,27.86,23.24,25.23,0.35
2004,11,30,27.43,22.75,25,0.56
2004,12,1,28.72,23.75,25.83,0.44
2004,12,2,27.68,23.59,25.53,1.35
2004,12,3,28.17,22.93,25.19,0.23
2004,12,4,28.01,23.31,25.51,0.06
2004,12,5,28.88,23.68,26.19,0.5
2004,12,6,28.69,24.91,26.42,6.54
2004,12,7,28.12,24.65,26.03,7.51
2004,12,8,26.91,24.06,25.46,12.97
2004,12,9,26.86,24.56,25.48,4.47
2004,12,10,28.09,23.98,25.84,2.41
2004,12,11,27.46,23.97,25.56,4.87
2004,12,12,27.55,23.82,25.62,3.84
2004,12,13,28,24.12,25.83,1.9
2004,12,14,27.98,24.5,26.04,4.24
2004,12,15,27.87,24.51,25.85,1.69
2004,12,16,28.59,24.32,26.04,7.26
2004,12,17,27.26,23.82,25.4,13.91
2004,12,18,28.08,23.89,25.83,5.36
2004,12,19,28.8,24.13,26.12,7.31
2004,12,20,28.8,25.07,26.56,1.08
2004,12,21,27.84,24.52,26.06,5.76
2004,12,22,29.02,23.92,26.28,0.02
2004,12,23,28.95,23.92,26.36,0.09
2004,12,24,28.78,24.23,26.35,0.01
2004,12,25,28.56,23.94,26.08,0.04
2004,12,26,28.15,24.08,25.83,0.86
2004,12,27,27.82,24.78,25.99,3
2004,12,28,28.07,24.59,25.86,4.36
2004,12,29,28.14,24.2,25.84,0.48
2004,12,30,28.17,23.41,25.63,2.13
2004,12,31,28.42,24.02,25.97,3.06
2005,1,1,29.04,24.04,26.31,2.76
2005,1,2,29.18,24.21,26.45,5.24
2005,1,3,28.49,24.64,26.28,6.84
2005,1,4,28.34,24.99,26.35,1.42
2005,1,5,29.38,24.72,26.51,0.03
2005,1,6,28.94,24.16,26.34,0.97
2005,1,7,29.21,24.42,26.58,1.19
2005,1,8,29.34,24.68,26.67,7.74
2005,1,9,29.06,24.97,26.5,15.46
2005,1,10,28.88,24.82,26.45,5.9
2005,1,11,28.01,25.14,26.3,2.53
2005,1,12,28,24.74,26,1.76
2005,1,13,28.65,24.13,26.22,0.48
2005,1,14,29.55,24.5,26.78,2.06
2005,1,15,28.55,25.01,26.41,8.67
2005,1,16,28.38,24.49,26.03,7.05
2005,1,17,28.62,23.84,26.17,5.54
2005,1,18,29.48,23.17,25.94,2.26
2005,1,19,29.26,23.07,25.98,1.79
2005,1,20,28.56,23.99,26.04,0.54
2005,1,21,28.7,24.09,25.96,0.25
2005,1,22,28.73,23.87,26.06,0.08
2005,1,23,28.99,24.22,26.32,0.21
2005,1,24,29.14,24.47,26.37,0.56
2005,1,25,28.39,24.02,25.88,0.32
2005,1,26,29.06,24.32,26.31,0.25
2005,1,27,29.93,24.61,26.84,0.55
2005,1,28,30.29,24.67,27.12,0.21
2005,1,29,29.61,24.49,26.75,0.28
2005,1,30,28.96,23.97,26.2,0.68
2005,1,31,29.17,24.14,26.42,1.6
2005,2,1,29.28,24.64,26.54,0.2
2005,2,2,29.73,24.39,26.63,0.02
2005,2,3,29.73,23.95,26.29,0.18
2005,2,4,30.12,23.01,25.86,1.01
2005,2,5,29.9,23.26,26.11,1.37
2005,2,6,29.73,23.11,26.08,0
2005,2,7,30.15,23.21,26.44,0.74
2005,2,8,30.01,24.24,26.92,0.84
2005,2,9,29.77,24.67,26.87,0.01
2005,2,10,30.81,24.56,27.03,0.6
2005,2,11,30.09,24.39,26.65,8.25
2005,2,12,30.42,23.68,26.56,0.5
2005,2,13,29.36,24.61,26.71,0.12
2005,2,14,30.16,24.76,27.06,1.11
2005,2,15,30.24,24.83,27.15,1.88
2005,2,16,30.13,24.93,26.96,1.75
2005,2,17,30.21,24.17,26.9,5.12
2005,2,18,29.96,25.13,27.16,5.98
2005,2,19,30.06,25.14,27.07,4.56
2005,2,20,30.52,24.74,27.11,0.21
2005,2,21,30.46,25.28,27.49,0.61
2005,2,22,30.25,25.33,27.42,1.33
2005,2,23,30.02,24.78,27.04,2.06
2005,2,24,30.75,25.03,27.58,1.91
2005,2,25,30.43,25.17,27.42,2.03
2005,2,26,30.66,24.45,27.15,0
2005,2,27,31.5,24.94,27.82,0
2005,2,28,30.1,25.19,27.22,0.01
2005,3,1,31.23,24.56,27.63,0.04
2005,3,2,29.58,24.44,26.92,0.43
2005,3,3,29.55,25.23,26.9,1.33
2005,3,4,30.4,25.34,27.46,1.26
2005,3,5,30.61,25.08,27.54,0.21
2005,3,6,30.59,24.77,27.37,0.99
2005,3,7,30.25,25.46,27.34,1.25
2005,3,8,31.15,25.03,27.41,1.74
2005,3,9,28.28,24.87,26.08,7.2
2005,3,10,29.55,24.92,26.8,11.11
2005,3,11,30.36,24.82,27.36,0.75
2005,3,12,30.38,25.66,27.59,0.15
2005,3,13,30.92,24.94,27.61,0.1
2005,3,14,30.73,25.37,27.76,0.03
2005,3,15,31.16,25.1,27.96,0.09
2005,3,16,30.19,25.46,27.28,0.29
2005,3,17,29.25,25.5,27.12,0.2
2005,3,18,29.92,25.95,27.5,0.33
2005,3,19,29.54,24.94,27.12,1.38
2005,3,20,29.01,25.45,26.96,3.48
2005,3,21,28.85,25.5,26.89,1.54
2005,3,22,28.66,25.19,26.91,2.15
2005,3,23,28.18,25.75,26.81,3.71
2005,3,24,27.37,25.27,26.08,1.11
2005,3,25,31.43,25.06,28.01,0.78
2005,3,26,31.23,25.82,27.93,1.29
2005,3,27,27.34,25.5,26.18,2.91
2005,3,28,27.93,24.96,25.95,4.9
2005,3,29,28.7,24.76,26.49,1.93
2005,3,30,30.48,24.96,27.38,0.85
2005,3,31,29.18,24.59,26.53,0.6
2005,4,1,29.97,24.64,26.96,0.35
2005,4,2,30.4,25.1,27.54,1
2005,4,3,30.89,25.33,27.69,0.51
2005,4,4,30.79,25.3,27.93,0.71
2005,4,5,31.43,26.39,28.49,2.14
2005,4,6,30.37,26.11,27.94,3.89
2005,4,7,30.21,25.19,26.96,9.92
2005,4,8,29.1,25.05,26.89,8.71
2005,4,9,29.26,25.3,26.95,8.32
2005,4,10,28.6,25.17,26.59,43.9
2005,4,11,28.75,25.38,26.94,1.9
2005,4,12,29.83,25.51,27.51,0.78
2005,4,13,30.61,24.9,27.73,1.49
2005,4,14,30.82,25.42,27.81,4.78
2005,4,15,30.91,25.35,27.88,2.26
2005,4,16,29.02,26.82,27.68,5.67
2005,4,17,30.12,26.5,28.06,12.23
2005,4,18,29.51,26.34,27.66,5.59
2005,4,19,30.08,26.08,27.74,7.47
2005,4,20,30.65,25.02,27.69,1.86
2005,4,21,29.92,24.95,27.17,0.29
2005,4,22,29.99,25.46,27.15,0.63
2005,4,23,30.49,25.78,27.81,0.08
2005,4,24,30.47,25.85,27.78,0.1
2005,4,25,29.57,25.07,27,1.86
2005,4,26,28.46,24.74,26.19,14.16
2005,4,27,30.57,25.32,27.41,6.27
2005,4,28,30.91,25.45,27.79,2.97
2005,4,29,30.22,25.33,27.47,2.7
2005,4,30,30.83,24.63,27.51,2.32
2005,5,1,30.5,25.62,27.86,3.9
2005,5,2,30.38,25.72,27.71,8.96
2005,5,3,28.66,25.4,26.83,8.51
2005,5,4,28.64,24.9,26.41,15.71
2005,5,5,29.26,25.05,26.89,4.78
2005,5,6,29.36,25.06,26.98,0.25
2005,5,7,30.1,25.4,27.14,1.63
2005,5,8,29.55,25.71,27.22,4.49
2005,5,9,29.79,25.46,27.4,8.24
2005,5,10,29.35,25.88,27.05,15.71
2005,5,11,29.1,25.73,27.18,1.03
2005,5,12,30.35,26.22,27.83,2.88
2005,5,13,30.01,26.06,27.42,3.61
2005,5,14,29.27,26,27.02,4.14
2005,5,15,27.79,25.18,26.33,4.78
2005,5,16,27.09,24.85,25.69,11.18
2005,5,17,27.51,25.07,25.88,10.39
2005,5,18,26.64,24.89,25.46,17.93
2005,5,19,27.51,24.88,26.01,6.27
2005,5,20,27.48,25.16,26.12,7.17
2005,5,21,27.48,24.73,25.82,1.8
2005,5,22,27.31,24.5,25.71,3.69
2005,5,23,26.08,24.74,25.34,10.18
2005,5,24,27.15,24.45,25.58,5.95
2005,5,25,27.51,25.2,26.01,5.9
2005,5,26,28.6,25.37,26.58,3.94
2005,5,27,28.61,25.2,26.5,3.71
2005,5,28,28.71,24.75,26.65,1.86
2005,5,29,29.68,25.32,27.12,2.51
2005,5,30,28.99,25,26.77,3.33
2005,5,31,27.67,25.6,26.38,16.62
2005,6,1,27.04,25.25,25.97,3.58
2005,6,2,27.42,25.15,25.94,6.27
2005,6,3,27.29,25.27,26.1,3.26
2005,6,4,26.57,24.77,25.64,11.8
2005,6,5,27.78,24.29,25.77,9.44
2005,6,6,27.59,24.49,25.61,7.9
2005,6,7,26.46,24.32,25.2,43.34
2005,6,8,26.93,24.67,25.82,16.58
2005,6,9,27.09,25.24,26.01,8.04
2005,6,10,26.98,25.52,26.11,4.43
2005,6,11,27.5,25.22,26.14,0.55
2005,6,12,28.03,25.34,26.47,1.2
2005,6,13,27.28,25.37,26.22,4.32
2005,6,14,26,24.51,25.14,4.84
2005,6,15,27.59,24.38,25.83,0.4
2005,6,16,27.64,24.78,26.11,1.55
2005,6,17,27.35,25.53,26.28,1.71
2005,6,18,27.04,25.38,26.07,4.14
2005,6,19,28.04,25.46,26.57,5.34
2005,6,20,27.95,25.05,26.25,5.05
2005,6,21,27.5,24.44,25.63,17.47
2005,6,22,25.92,24.72,25.27,6.72
2005,6,23,26.79,24.37,25.57,5.25
2005,6,24,27.04,24.81,25.73,10.39
2005,6,25,26.15,24.81,25.41,34.78
2005,6,26,26.81,24.43,25.4,11.73
2005,6,27,27.64,24.81,26.08,3.42
2005,6,28,27.58,25.18,26.08,7.86
2005,6,29,26.93,24.82,25.48,9.44
2005,6,30,26.96,24.6,25.69,2.92
2005,7,1,26.93,24.84,25.69,9.2
2005,7,2,27.49,24.56,25.81,9.39
2005,7,3,27.85,24.99,26.1,2.92
2005,7,4,28.81,24.65,26.65,1.25
2005,7,5,28.77,24.95,26.72,0.43
2005,7,6,27.8,24.5,25.92,0.25
2005,7,7,27.4,24.84,26.07,0.84
2005,7,8,27.65,25.35,26.39,0.72
2005,7,9,27.24,25.42,26.26,2.63
2005,7,10,28.61,25.43,26.73,6.14
2005,7,11,26.33,24.47,25.69,20.84
2005,7,12,26.85,24.24,25.3,2.59
2005,7,13,25.83,24.06,24.83,2.84
2005,7,14,25.98,23.66,24.9,6.14
2005,7,15,26.38,24.12,25.06,20.76
2005,7,16,25.64,23.83,24.81,4.38
2005,7,17,26.5,24.62,25.61,6.25
2005,7,18,28.14,24.99,26.58,5.2
2005,7,19,28.23,24.89,26.45,9.31
2005,7,20,27.08,25.06,26.14,7.08
2005,7,21,26.92,24.78,25.8,0.95
2005,7,22,27.33,25.07,26.07,2.74
2005,7,23,27.89,24.46,25.96,6.25
2005,7,24,27.94,24.66,26.11,1.33
2005,7,25,28.71,24.78,26.57,5.81
2005,7,26,28.41,25.18,26.71,7.07
2005,7,27,28.6,25.02,26.66,7.14
2005,7,28,28.58,25.38,26.77,6.16
2005,7,29,27.92,25.2,26.62,6.69
2005,7,30,28.13,25.41,26.47,12.77
2005,7,31,28.81,25.09,26.66,7.06
2005,8,1,28.41,25.39,26.83,3.36
2005,8,2,28.52,25.09,26.47,5.74
2005,8,3,28.38,24.98,26.36,3.74
2005,8,4,28.87,24.89,26.77,2.29
2005,8,5,27.38,25.62,26.33,3.36
2005,8,6,28.28,25.52,26.66,1.74
2005,8,7,27.97,24.98,26.25,2.52
2005,8,8,28.41,25.02,26.59,3.42
2005,8,9,27.24,25.01,26.2,7.85
2005,8,10,26.53,25.04,25.7,9.37
2005,8,11,27.61,25.03,26.01,16.91
2005,8,12,27.22,24.76,25.85,6.55
2005,8,13,26.51,24.33,25.36,8.43
2005,8,14,27.42,24.62,25.69,22.42
2005,8,15,27.25,24.33,25.65,6.61
2005,8,16,27.46,24.69,25.87,14.36
2005,8,17,26.15,23.28,24.89,12.82
2005,8,18,26.51,23.15,24.86,9.11
2005,8,19,25.89,24.85,25.36,2.36
2005,8,20,28.21,24.14,26.17,3.54
2005,8,21,26.36,24.63,25.58,6.27
2005,8,22,26.73,24.19,25.21,2.92
2005,8,23,26.43,24.43,25.2,11.98
2005,8,24,25.87,24.28,25.16,18.23
2005,8,25,27.16,24.14,25.45,8.81
2005,8,26,27.5,24.44,25.45,13.95
2005,8,27,26.12,24.52,25.13,15.21
2005,8,28,26.27,24.43,25.31,7.52
2005,8,29,27.82,24.53,26.15,1.06
2005,8,30,28.55,24.83,26.44,2.07
