adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2017-11-19,2017-11-25,2017,63,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-47,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2017-11-26,2017-12-02,2017,45,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-48,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2017-12-03,2017-12-09,2017,25,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-49,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2017-12-10,2017-12-16,2017,28,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-50,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2017-12-17,2017-12-23,2017,24,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-51,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2017-12-24,2017-12-30,2017,12,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-52,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2017-12-31,2018-01-06,2017,46,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-01,PAHO
COSTA RICA,ALAJUELA,ATENAS,"COSTA RICA, ALAJUELA, ATENAS",CRI,14472,CR-A,NA,2018-01-01,2018-12-31,2018,136,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,GRECIA,"COSTA RICA, ALAJUELA, GRECIA",CRI,14473,CR-A,NA,2018-01-01,2018-12-31,2018,30,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,GUATUSO,"COSTA RICA, ALAJUELA, GUATUSO",CRI,14474,CR-A,NA,2018-01-01,2018-12-31,2018,4,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,LOS CHILES,"COSTA RICA, ALAJUELA, LOS CHILES",CRI,14475,CR-A,NA,2018-01-01,2018-12-31,2018,0,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,NARANJO,"COSTA RICA, ALAJUELA, NARANJO",CRI,14476,CR-A,NA,2018-01-01,2018-12-31,2018,0,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,OROTINA,"COSTA RICA, ALAJUELA, OROTINA",CRI,14477,CR-A,NA,2018-01-01,2018-12-31,2018,64,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,PALMARES,"COSTA RICA, ALAJUELA, PALMARES",CRI,14478,CR-A,NA,2018-01-01,2018-12-31,2018,0,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,POAS,"COSTA RICA, ALAJUELA, POAS",CRI,14479,CR-A,NA,2018-01-01,2018-12-31,2018,16,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,SAN CARLOS,"COSTA RICA, ALAJUELA, SAN CARLOS",CRI,14480,CR-A,NA,2018-01-01,2018-12-31,2018,22,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,SAN MATEO,"COSTA RICA, ALAJUELA, SAN MATEO",CRI,14481,CR-A,NA,2018-01-01,2018-12-31,2018,18,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,SAN RAMON,"COSTA RICA, ALAJUELA, SAN RAMON",CRI,14482,CR-A,NA,2018-01-01,2018-12-31,2018,0,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,UPALA,"COSTA RICA, ALAJUELA, UPALA",CRI,14483,CR-A,NA,2018-01-01,2018-12-31,2018,28,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,VALVERDE VEGA,"COSTA RICA, ALAJUELA, VALVERDE VEGA",CRI,14484,CR-A,NA,2018-01-01,2018-12-31,2018,0,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,EL GUARCO,"COSTA RICA, CARTAGO, EL GUARCO",CRI,14487,CR-C,NA,2018-01-01,2018-12-31,2018,4,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,LA UNION,"COSTA RICA, CARTAGO, LA UNION",CRI,14489,CR-C,NA,2018-01-01,2018-12-31,2018,18,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,OREAMUNO,"COSTA RICA, CARTAGO, OREAMUNO",CRI,14490,CR-C,NA,2018-01-01,2018-12-31,2018,2,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,PARAISO,"COSTA RICA, CARTAGO, PARAISO",CRI,14491,CR-C,NA,2018-01-01,2018-12-31,2018,20,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,TURRIALBA,"COSTA RICA, CARTAGO, TURRIALBA",CRI,14492,CR-C,NA,2018-01-01,2018-12-31,2018,88,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,ABANGARES,"COSTA RICA, GUANACASTE, ABANGARES",CRI,14493,CR-G,NA,2018-01-01,2018-12-31,2018,32,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,BAGACES,"COSTA RICA, GUANACASTE, BAGACES",CRI,14494,CR-G,NA,2018-01-01,2018-12-31,2018,24,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,CANAS,"COSTA RICA, GUANACASTE, CANAS",CRI,14495,CR-G,NA,2018-01-01,2018-12-31,2018,118,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,CARRILLO,"COSTA RICA, GUANACASTE, CARRILLO",CRI,14496,CR-G,NA,2018-01-01,2018-12-31,2018,110,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,HOJANCHA,"COSTA RICA, GUANACASTE, HOJANCHA",CRI,14497,CR-G,NA,2018-01-01,2018-12-31,2018,18,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,LA CRUZ,"COSTA RICA, GUANACASTE, LA CRUZ",CRI,14498,CR-G,NA,2018-01-01,2018-12-31,2018,28,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,LIBERIA,"COSTA RICA, GUANACASTE, LIBERIA",CRI,14499,CR-G,NA,2018-01-01,2018-12-31,2018,82,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,NANDAYURE,"COSTA RICA, GUANACASTE, NANDAYURE",CRI,14500,CR-G,NA,2018-01-01,2018-12-31,2018,22,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,NICOYA,"COSTA RICA, GUANACASTE, NICOYA",CRI,14501,CR-G,NA,2018-01-01,2018-12-31,2018,78,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,SANTA CRUZ,"COSTA RICA, GUANACASTE, SANTA CRUZ",CRI,14502,CR-G,NA,2018-01-01,2018-12-31,2018,86,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,TILARAN,"COSTA RICA, GUANACASTE, TILARAN",CRI,14503,CR-G,NA,2018-01-01,2018-12-31,2018,10,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,BARVA,"COSTA RICA, HEREDIA, BARVA",CRI,14504,CR-H,NA,2018-01-01,2018-12-31,2018,22,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,BELEN,"COSTA RICA, HEREDIA, BELEN",CRI,14505,CR-H,NA,2018-01-01,2018-12-31,2018,22,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,FLORES,"COSTA RICA, HEREDIA, FLORES",CRI,14506,CR-H,NA,2018-01-01,2018-12-31,2018,28,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SAN ISIDRO,"COSTA RICA, HEREDIA, SAN ISIDRO",CRI,14508,CR-H,NA,2018-01-01,2018-12-31,2018,18,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SAN PABLO,"COSTA RICA, HEREDIA, SAN PABLO",CRI,14509,CR-H,NA,2018-01-01,2018-12-31,2018,16,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SAN RAFAEL,"COSTA RICA, HEREDIA, SAN RAFAEL",CRI,14510,CR-H,NA,2018-01-01,2018-12-31,2018,24,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SANTA BARBARA,"COSTA RICA, HEREDIA, SANTA BARBARA",CRI,14511,CR-H,NA,2018-01-01,2018-12-31,2018,18,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SANTO DOMINGO,"COSTA RICA, HEREDIA, SANTO DOMINGO",CRI,14512,CR-H,NA,2018-01-01,2018-12-31,2018,26,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SARAPIQUI,"COSTA RICA, HEREDIA, SARAPIQUI",CRI,14513,CR-H,NA,2018-01-01,2018-12-31,2018,1386,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,LIMON,GUACIMO,"COSTA RICA, LIMON, GUACIMO",CRI,14514,CR-L,NA,2018-01-01,2018-12-31,2018,242,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,LIMON,MATINA,"COSTA RICA, LIMON, MATINA",CRI,14516,CR-L,NA,2018-01-01,2018-12-31,2018,94,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,LIMON,POCOCI,"COSTA RICA, LIMON, POCOCI",CRI,14517,CR-L,NA,2018-01-01,2018-12-31,2018,500,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,LIMON,SIQUIRRES,"COSTA RICA, LIMON, SIQUIRRES",CRI,14518,CR-L,NA,2018-01-01,2018-12-31,2018,218,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,LIMON,TALAMANCA,"COSTA RICA, LIMON, TALAMANCA",CRI,14519,CR-L,NA,2018-01-01,2018-12-31,2018,188,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,PUNTARENAS,BUENOS AIRES,"COSTA RICA, PUNTARENAS, BUENOS AIRES",CRI,14521,CR-P,NA,2018-01-01,2018-12-31,2018,6,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,PUNTARENAS,CORREDORES,"COSTA RICA, PUNTARENAS, CORREDORES",CRI,14522,CR-P,NA,2018-01-01,2018-12-31,2018,22,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,PUNTARENAS,COTO BRUS,"COSTA RICA, PUNTARENAS, COTO BRUS",CRI,14523,CR-P,NA,2018-01-01,2018-12-31,2018,14,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,PUNTARENAS,ESPARZA,"COSTA RICA, PUNTARENAS, ESPARZA",CRI,14524,CR-P,NA,2018-01-01,2018-12-31,2018,86,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,PUNTARENAS,GARABITO,"COSTA RICA, PUNTARENAS, GARABITO",CRI,14525,CR-P,NA,2018-01-01,2018-12-31,2018,58,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,PUNTARENAS,GOLFITO,"COSTA RICA, PUNTARENAS, GOLFITO",CRI,14526,CR-P,NA,2018-01-01,2018-12-31,2018,52,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,PUNTARENAS,MONTES DE ORO,"COSTA RICA, PUNTARENAS, MONTES DE ORO",CRI,14527,CR-P,NA,2018-01-01,2018-12-31,2018,42,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,PUNTARENAS,OSA,"COSTA RICA, PUNTARENAS, OSA",CRI,14528,CR-P,NA,2018-01-01,2018-12-31,2018,8,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,PUNTARENAS,PARRITA,"COSTA RICA, PUNTARENAS, PARRITA",CRI,14529,CR-P,NA,2018-01-01,2018-12-31,2018,50,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,ACOSTA,"COSTA RICA, SAN JOSE, ACOSTA",CRI,14531,CR-SJ,NA,2018-01-01,2018-12-31,2018,2,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,ALAJUELITA,"COSTA RICA, SAN JOSE, ALAJUELITA",CRI,14532,CR-SJ,NA,2018-01-01,2018-12-31,2018,28,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,ASERRI,"COSTA RICA, SAN JOSE, ASERRI",CRI,14533,CR-SJ,NA,2018-01-01,2018-12-31,2018,10,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,CORONADO,"COSTA RICA, SAN JOSE, CORONADO",CRI,14550,CR-SJ,NA,2018-01-01,2018-12-31,2018,8,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,CURRIDABAT,"COSTA RICA, SAN JOSE, CURRIDABAT",CRI,14534,CR-SJ,NA,2018-01-01,2018-12-31,2018,8,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,DESAMPARADOS,"COSTA RICA, SAN JOSE, DESAMPARADOS",CRI,14535,CR-SJ,NA,2018-01-01,2018-12-31,2018,38,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,ESCAZU,"COSTA RICA, SAN JOSE, ESCAZU",CRI,14537,CR-SJ,NA,2018-01-01,2018-12-31,2018,4,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,GOICOECHEA,"COSTA RICA, SAN JOSE, GOICOECHEA",CRI,14538,CR-SJ,NA,2018-01-01,2018-12-31,2018,2,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,MONTES DE OCA,"COSTA RICA, SAN JOSE, MONTES DE OCA",CRI,14540,CR-SJ,NA,2018-01-01,2018-12-31,2018,18,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,MORA,"COSTA RICA, SAN JOSE, MORA",CRI,14541,CR-SJ,NA,2018-01-01,2018-12-31,2018,8,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,MORAVIA,"COSTA RICA, SAN JOSE, MORAVIA",CRI,14542,CR-SJ,NA,2018-01-01,2018-12-31,2018,8,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,PEREZ ZELEDON,"COSTA RICA, SAN JOSE, PEREZ ZELEDON",CRI,14543,CR-SJ,NA,2018-01-01,2018-12-31,2018,106,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,PURISCAL,"COSTA RICA, SAN JOSE, PURISCAL",CRI,14544,CR-SJ,NA,2018-01-01,2018-12-31,2018,2,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,SAN JOSE,"COSTA RICA, SAN JOSE, SAN JOSE",CRI,14545,CR-SJ,NA,2018-01-01,2018-12-31,2018,78,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,SANTA ANA,"COSTA RICA, SAN JOSE, SANTA ANA",CRI,14546,CR-SJ,NA,2018-01-01,2018-12-31,2018,0,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,TIBAS,"COSTA RICA, SAN JOSE, TIBAS",CRI,14548,CR-SJ,NA,2018-01-01,2018-12-31,2018,12,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,TURRUBARES,"COSTA RICA, SAN JOSE, TURRUBARES",CRI,14549,CR-SJ,NA,2018-01-01,2018-12-31,2018,0,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-01-01,2018-12-31,2018,2735,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-01-07,2018-01-13,2018,34,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-02,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-01-14,2018-01-20,2018,35,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-03,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-01-21,2018-01-27,2018,34,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-04,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-01-28,2018-02-03,2018,44,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-05,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-02-04,2018-02-10,2018,42,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-06,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-02-11,2018-02-17,2018,44,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-07,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-02-18,2018-02-24,2018,37,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-08,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-02-25,2018-03-03,2018,34,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-09,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-03-04,2018-03-10,2018,20,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-10,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-03-11,2018-03-17,2018,34,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-11,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-03-18,2018-03-24,2018,32,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-12,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-03-25,2018-03-31,2018,28,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-13,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-04-01,2018-04-07,2018,40,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-14,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-04-08,2018-04-14,2018,44,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-15,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-04-15,2018-04-21,2018,42,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-16,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-04-22,2018-04-28,2018,38,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-17,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-04-29,2018-05-05,2018,43,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-18,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-05-06,2018-05-12,2018,32,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-19,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-05-13,2018-05-19,2018,45,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-20,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-05-20,2018-05-26,2018,52,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-21,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-05-27,2018-06-02,2018,52,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-22,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-06-03,2018-06-09,2018,52,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-23,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-06-10,2018-06-16,2018,71,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-24,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-06-17,2018-06-23,2018,71,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-25,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-06-24,2018-06-30,2018,74,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-26,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-07-01,2018-07-07,2018,63,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-27,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-07-08,2018-07-14,2018,59,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-28,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-07-15,2018-07-21,2018,91,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-29,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-07-22,2018-07-28,2018,80,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-30,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-07-29,2018-08-04,2018,98,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-31,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-08-05,2018-08-11,2018,66,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-32,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-08-12,2018-08-18,2018,69,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-33,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-08-19,2018-08-25,2018,67,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-34,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-08-26,2018-09-01,2018,67,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-35,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-09-02,2018-09-08,2018,48,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-36,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-09-09,2018-09-15,2018,45,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-37,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-09-16,2018-09-22,2018,46,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-38,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-09-23,2018-09-29,2018,34,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-39,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-09-30,2018-10-06,2018,53,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-40,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-10-07,2018-10-13,2018,43,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-41,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-10-14,2018-10-20,2018,64,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-42,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-10-21,2018-10-27,2018,74,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-43,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-10-28,2018-11-03,2018,91,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-44,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-11-04,2018-11-10,2018,87,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-45,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-11-11,2018-11-17,2018,66,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-46,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-11-18,2018-11-24,2018,68,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-47,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-11-25,2018-12-01,2018,52,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-48,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-12-02,2018-12-08,2018,54,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-49,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-12-09,2018-12-15,2018,77,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-50,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-12-16,2018-12-22,2018,29,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-51,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-12-23,2018-12-29,2018,24,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-52,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2018-12-30,2019-01-05,2018,29,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-01,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-01-01,2019-12-31,2019,9400,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
